"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"01/07/2009","105,34","105,85","106,06","104,95","","-0,45%"
"30/06/2009","105,82","106,31","106,91","105,66","","-0,46%"
"29/06/2009","106,31","107,30","107,45","106,23","","-0,89%"
"26/06/2009","107,26","106,77","107,52","105,15","","0,39%"
"25/06/2009","106,84","107,89","108,03","105,97","","-0,99%"
"24/06/2009","107,91","108,68","109,88","107,54","","-0,74%"
"23/06/2009","108,71","107,56","109,90","107,52","","1,09%"
"22/06/2009","107,54","106,98","108,34","106,86","","0,57%"
"19/06/2009","106,93","106,31","107,69","105,84","","0,60%"
"18/06/2009","106,29","106,62","107,38","106,18","","-0,25%"
"17/06/2009","106,56","105,53","106,77","105,30","","0,94%"
"16/06/2009","105,57","103,27","106,17","103,24","","2,17%"
"15/06/2009","103,33","102,21","103,59","102,05","","1,08%"
"12/06/2009","102,23","103,22","103,60","102,16","","-1,02%"
"11/06/2009","103,28","101,90","103,59","101,71","","1,35%"
"10/06/2009","101,90","103,16","103,44","101,70","","-1,22%"
"09/06/2009","103,16","101,60","103,33","101,46","","1,56%"
"08/06/2009","101,58","100,70","102,22","100,40","","0,94%"
"05/06/2009","100,63","104,24","104,32","100,38","","-3,53%"
"04/06/2009","104,31","105,36","105,79","103,84","","-0,97%"
"03/06/2009","105,33","107,16","107,46","104,29","","-1,63%"
"02/06/2009","107,08","105,92","107,64","105,81","","1,10%"
"01/06/2009","105,91","107,84","108,37","105,65","","-1,76%"
"29/05/2009","107,81","106,23","108,18","106,13","","1,51%"
"28/05/2009","106,21","108,05","108,36","105,89","","-1,78%"
"27/05/2009","108,13","108,57","108,80","107,82","","-0,37%"
"26/05/2009","108,53","108,24","109,34","107,98","","0,28%"
"25/05/2009","108,23","108,21","109,02","107,88","","-0,01%"
"22/05/2009","108,24","109,36","109,94","108,06","","-0,89%"
"21/05/2009","109,21","108,78","109,80","108,30","","0,39%"
"20/05/2009","108,79","107,40","108,99","107,12","","1,33%"
"19/05/2009","107,36","107,98","108,03","106,47","","-0,54%"
"18/05/2009","107,94","109,26","110,54","107,67","","-1,02%"
"15/05/2009","109,05","108,00","109,62","107,67","","0,94%"
"14/05/2009","108,03","108,22","109,47","107,78","","-0,21%"
"13/05/2009","108,26","107,13","108,55","106,61","","1,06%"
"12/05/2009","107,12","105,95","107,42","105,28","","1,21%"
"11/05/2009","105,84","105,04","106,09","104,05","","0,63%"
"08/05/2009","105,18","104,41","105,45","104,10","","0,70%"
"07/05/2009","104,45","105,64","105,74","103,91","","-1,17%"
"06/05/2009","105,69","105,08","107,33","104,93","","0,51%"
"05/05/2009","105,15","105,99","106,21","104,68","","-0,81%"
"04/05/2009","106,01","106,64","106,77","104,99","","-0,71%"
"01/05/2009","106,77","107,20","107,73","106,26","","-0,43%"
"30/04/2009","107,23","110,63","110,88","106,75","","-3,19%"
"29/04/2009","110,76","112,13","112,41","110,26","","-1,22%"
"28/04/2009","112,13","111,67","113,97","111,59","","0,38%"
"27/04/2009","111,70","111,31","112,30","110,97","","0,71%"
"24/04/2009","110,91","110,78","111,79","110,31","","0,09%"
"23/04/2009","110,81","110,61","111,94","110,34","","0,17%"
"22/04/2009","110,62","109,55","111,08","109,20","","1,02%"
"21/04/2009","109,50","109,30","110,74","108,89","","0,19%"
"20/04/2009","109,29","107,80","109,65","107,55","","1,33%"
"17/04/2009","107,86","107,70","108,33","106,83","","0,11%"
"16/04/2009","107,74","109,57","109,76","107,02","","-1,63%"
"15/04/2009","109,52","110,41","111,35","109,24","","-0,86%"
"14/04/2009","110,47","110,72","110,87","107,70","","-0,28%"
"13/04/2009","110,78","112,62","112,83","110,04","","-1,77%"
"10/04/2009","112,78","112,58","112,85","112,25","","0,16%"
"09/04/2009","112,60","113,35","113,51","112,43","","-0,68%"
"08/04/2009","113,37","112,42","114,34","112,00","","0,86%"
"07/04/2009","112,40","111,55","113,18","111,51","","0,70%"
"06/04/2009","111,62","114,12","114,25","111,09","","-2,17%"
"03/04/2009","114,10","115,23","115,37","112,83","","-1,08%"
"02/04/2009","115,35","116,96","117,28","114,88","","-1,44%"
"01/04/2009","117,04","116,67","117,78","115,93","","0,27%"
"31/03/2009","116,72","118,46","120,38","116,06","","-1,49%"
"30/03/2009","118,48","117,03","120,81","116,56","","1,07%"
"27/03/2009","117,22","116,63","118,14","115,89","","0,53%"
"26/03/2009","116,60","117,91","118,21","116,47","","-1,20%"
"25/03/2009","118,02","117,00","118,85","116,50","","0,77%"
"24/03/2009","117,12","118,99","119,15","115,37","","-1,57%"
"23/03/2009","118,99","122,68","123,02","118,61","","-2,74%"
"20/03/2009","122,34","125,66","125,81","121,91","","-2,63%"
"19/03/2009","125,65","124,61","127,04","123,48","","0,86%"
"18/03/2009","124,58","121,26","125,04","120,97","","2,71%"
"17/03/2009","121,29","121,68","121,84","120,76","","-0,28%"
"16/03/2009","121,63","122,07","122,73","121,10","","-0,47%"
"13/03/2009","122,21","122,63","123,31","121,33","","-0,29%"
"12/03/2009","122,57","122,98","125,21","121,56","","-0,33%"
"11/03/2009","122,98","121,30","123,31","119,50","","1,40%"
"10/03/2009","121,28","121,33","122,31","120,90","","0,04%"
"09/03/2009","121,23","121,85","122,45","120,84","","-0,46%"
"06/03/2009","121,79","122,25","124,13","121,73","","-0,46%"
"05/03/2009","122,35","121,07","122,74","120,34","","1,18%"
"04/03/2009","120,92","122,06","122,27","120,48","","-0,81%"
"03/03/2009","121,91","122,87","124,14","121,57","","-1,06%"
"02/03/2009","123,21","122,49","124,65","122,39","","0,37%"
"27/02/2009","122,76","121,54","123,61","121,34","","0,95%"
"26/02/2009","121,60","122,46","122,61","121,23","","-0,39%"
"25/02/2009","122,08","123,31","123,79","121,96","","-0,87%"
"24/02/2009","123,15","125,71","126,23","122,91","","-2,18%"
"23/02/2009","125,90","127,81","128,96","125,30","","-1,79%"
"20/02/2009","128,19","126,87","129,13","126,56","","1,10%"
"19/02/2009","126,80","126,76","128,07","126,56","","0,07%"
"18/02/2009","126,71","128,43","129,84","126,50","","-1,43%"
"17/02/2009","128,55","128,60","129,68","127,18","","-0,04%"
"16/02/2009","128,60","128,02","129,45","127,72","","0,65%"
"13/02/2009","127,77","129,23","131,22","127,65","","-1,21%"
"12/02/2009","129,34","129,92","131,71","129,15","","-0,39%"
"11/02/2009","129,85","129,21","131,58","129,18","","0,22%"
"10/02/2009","129,57","127,42","129,80","127,27","","1,75%"
"09/02/2009","127,34","126,99","129,11","126,08","","0,53%"
"06/02/2009","126,67","127,74","129,96","126,36","","-0,92%"
"05/02/2009","127,84","130,18","133,18","126,26","","-1,79%"
"04/02/2009","130,17","130,24","131,70","128,86","","-0,17%"
"03/02/2009","130,39","131,30","131,59","128,96","","-0,67%"
"02/02/2009","131,27","126,25","132,55","126,25","","3,91%"
"30/01/2009","126,33","125,62","127,55","125,40","","0,49%"
"29/01/2009","125,71","125,18","126,38","124,66","","0,56%"
"28/01/2009","125,01","126,93","127,69","124,52","","-1,51%"
"27/01/2009","126,93","125,36","127,64","124,76","","1,25%"
"26/01/2009","125,36","125,77","126,47","124,44","","-0,24%"
"23/01/2009","125,66","125,80","128,30","125,22","","-0,10%"
"22/01/2009","125,79","124,96","126,87","124,76","","0,70%"
"21/01/2009","124,92","123,66","128,23","123,32","","1,12%"
"20/01/2009","123,54","122,35","124,39","121,98","","0,96%"
"19/01/2009","122,37","121,96","123,63","121,55","","0,03%"
"16/01/2009","122,33","123,61","123,95","122,06","","-1,01%"
"15/01/2009","123,58","124,34","125,63","123,26","","-0,53%"
"14/01/2009","124,24","123,84","124,97","123,06","","0,02%"
"13/01/2009","124,21","123,57","125,83","123,09","","0,45%"
"12/01/2009","123,65","120,86","124,02","120,71","","2,50%"
"09/01/2009","120,63","119,54","120,88","118,88","","0,83%"
"08/01/2009","119,64","115,50","119,98","115,12","","3,58%"
"07/01/2009","115,50","116,35","116,93","111,93","","-0,60%"
"06/01/2009","116,20","116,34","118,46","115,16","","-0,21%"
"05/01/2009","116,45","117,90","119,60","116,19","","-0,98%"
"02/01/2009","117,60","119,56","119,74","117,35","","-1,58%"
"01/01/2009","119,49","119,56","121,20","118,83","","-0,23%"
"31/12/2008","119,76","120,76","120,88","119,27","","-0,78%"
"30/12/2008","120,70","121,32","122,07","119,94","","-0,55%"
"29/12/2008","121,37","121,23","122,54","121,19","","0,14%"
"26/12/2008","121,20","120,58","121,75","119,95","","0,54%"
"25/12/2008","120,55","120,44","120,78","119,35","","0,11%"
"24/12/2008","120,42","119,79","123,48","119,75","","0,46%"
"23/12/2008","119,87","120,75","123,30","119,83","","-0,83%"
"22/12/2008","120,87","122,27","122,67","120,44","","-0,89%"
"19/12/2008","121,95","122,11","123,55","121,30","","0,02%"
"18/12/2008","121,92","125,47","125,59","121,25","","-2,70%"
"17/12/2008","125,30","123,62","125,65","121,49","","1,33%"
"16/12/2008","123,65","121,68","124,10","120,28","","1,74%"
"15/12/2008","121,53","120,40","122,23","120,36","","0,70%"
"12/12/2008","120,68","120,04","124,72","119,50","","0,89%"
"11/12/2008","119,61","117,24","120,37","117,05","","1,89%"
"10/12/2008","117,39","117,86","120,27","116,30","","-0,47%"
"09/12/2008","117,95","124,92","125,11","117,01","","-5,57%"
"08/12/2008","124,91","124,88","125,30","123,50","","0,03%"
"05/12/2008","124,87","127,60","128,44","124,18","","-2,20%"
"04/12/2008","127,68","127,53","129,24","126,50","","0,18%"
"03/12/2008","127,45","128,60","130,14","127,27","","-0,86%"
"02/12/2008","128,56","128,25","132,23","127,33","","0,32%"
"01/12/2008","128,15","125,12","129,49","125,00","","2,45%"
"28/11/2008","125,08","125,51","127,10","124,78","","-0,31%"
"27/11/2008","125,47","125,58","128,41","125,22","","-0,03%"
"26/11/2008","125,51","126,99","130,65","125,03","","-1,13%"
"25/11/2008","126,94","124,09","128,80","123,64","","2,27%"
"24/11/2008","124,12","125,18","129,59","124,09","","-0,80%"
"21/11/2008","125,12","127,56","133,53","124,99","","-1,43%"
"20/11/2008","126,93","123,59","128,23","123,26","","2,77%"
"19/11/2008","123,51","121,15","124,84","120,90","","1,96%"
"18/11/2008","121,13","121,18","124,60","120,59","","-0,16%"
"17/11/2008","121,33","120,11","122,78","118,89","","2,22%"
"14/11/2008","118,69","117,73","121,55","117,22","","0,73%"
"13/11/2008","117,83","121,05","124,96","116,99","","-2,80%"
"12/11/2008","121,22","113,58","121,71","113,55","","6,70%"
"11/11/2008","113,61","110,67","115,92","110,56","","2,60%"
"10/11/2008","110,73","109,28","111,96","109,03","","0,47%"
"07/11/2008","110,21","110,99","114,82","109,91","","-0,67%"
"06/11/2008","110,95","110,42","113,14","109,88","","0,81%"
"05/11/2008","110,06","108,80","111,66","107,65","","1,17%"
"04/11/2008","108,79","109,88","112,72","107,87","","-1,01%"
"03/11/2008","109,90","109,44","110,86","107,14","","0,22%"
"31/10/2008","109,66","108,02","115,11","107,48","","1,58%"
"30/10/2008","107,95","109,83","110,04","105,20","","-1,77%"
"29/10/2008","109,89","108,27","113,42","106,36","","1,28%"
"28/10/2008","108,50","115,89","126,53","108,18","","-6,25%"
"27/10/2008","115,73","107,94","118,96","105,85","","9,12%"
"24/10/2008","106,06","101,39","110,01","101,37","","4,46%"
"23/10/2008","101,53","101,16","103,60","100,77","","0,17%"
"22/10/2008","101,36","97,76","101,75","97,66","","3,45%"
"21/10/2008","97,98","96,06","98,18","95,94","","1,82%"
"20/10/2008","96,23","96,29","96,76","95,76","","-0,08%"
"17/10/2008","96,31","96,95","97,67","96,05","","-0,72%"
"16/10/2008","97,01","97,99","98,52","96,89","","-1,07%"
"15/10/2008","98,06","95,24","98,06","95,22","","2,90%"
"14/10/2008","95,30","96,13","96,19","94,26","","-0,88%"
"13/10/2008","96,15","97,53","99,02","95,97","","-1,71%"
"10/10/2008","97,82","96,33","100,08","96,08","","1,66%"
"09/10/2008","96,22","96,73","96,83","94,47","","-0,44%"
"08/10/2008","96,65","94,05","97,29","93,96","","2,49%"
"07/10/2008","94,30","94,51","95,58","92,82","","0,11%"
"06/10/2008","94,20","89,72","95,60","89,59","","5,29%"
"03/10/2008","89,47","89,48","90,17","88,76","","0,06%"
"02/10/2008","89,42","89,05","89,68","88,65","","0,37%"
"01/10/2008","89,09","88,86","89,47","88,45","","0,24%"
"30/09/2008","88,88","90,61","91,05","88,47","","-1,81%"
"29/09/2008","90,52","88,25","90,63","87,71","","2,32%"
"26/09/2008","88,47","88,01","89,29","87,94","","0,47%"
"25/09/2008","88,06","87,78","88,88","87,53","","0,33%"
"24/09/2008","87,77","88,12","88,49","87,73","","-0,60%"
"23/09/2008","88,30","88,04","88,75","87,84","","0,30%"
"22/09/2008","88,04","87,68","88,29","86,86","","0,99%"
"19/09/2008","87,18","88,93","89,14","86,68","","-2,01%"
"18/09/2008","88,97","90,01","90,34","88,78","","-1,39%"
"17/09/2008","90,22","89,68","90,22","87,99","","1,06%"
"16/09/2008","89,27","90,28","91,26","88,80","","-1,14%"
"15/09/2008","90,30","88,97","90,34","88,13","","3,45%"
"12/09/2008","87,29","87,88","88,31","87,25","","-0,71%"
"11/09/2008","87,91","86,49","88,81","86,44","","1,54%"
"10/09/2008","86,58","87,15","87,47","86,37","","-0,56%"
"09/09/2008","87,07","85,90","87,33","85,83","","1,47%"
"08/09/2008","85,81","85,95","86,63","84,96","","-1,37%"
"05/09/2008","87,00","86,40","88,77","86,14","","0,42%"
"04/09/2008","86,64","85,01","86,64","84,79","","2,05%"
"03/09/2008","84,90","84,73","85,11","84,31","","0,20%"
"02/09/2008","84,73","84,71","85,15","84,29","","0,02%"
"01/09/2008","84,71","84,39","85,09","84,13","","0,82%"
"29/08/2008","84,02","83,50","84,38","83,39","","0,66%"
"28/08/2008","83,47","83,55","84,11","83,28","","-0,11%"
"27/08/2008","83,56","83,64","84,28","83,28","","-0,13%"
"26/08/2008","83,67","83,72","83,95","83,39","","-0,06%"
"25/08/2008","83,72","83,02","83,97","82,80","","0,87%"
"22/08/2008","83,00","84,33","84,36","82,91","","-1,61%"
"21/08/2008","84,36","83,36","84,58","83,27","","1,22%"
"20/08/2008","83,34","83,73","83,77","83,00","","-0,48%"
"19/08/2008","83,74","83,39","83,82","83,18","","0,38%"
"18/08/2008","83,42","83,08","83,52","83,08","","0,37%"
"15/08/2008","83,11","83,56","83,69","82,89","","-0,60%"
"14/08/2008","83,61","83,79","84,14","83,40","","-0,27%"
"13/08/2008","83,84","83,89","84,56","83,59","","-0,04%"
"12/08/2008","83,87","83,27","83,91","83,03","","0,68%"
"11/08/2008","83,30","83,03","84,03","83,02","","0,16%"
"08/08/2008","83,17","83,17","83,72","82,97","","0,04%"
"07/08/2008","83,14","82,73","83,33","82,70","","0,62%"
"06/08/2008","82,63","83,78","83,86","82,51","","-1,34%"
"05/08/2008","83,75","83,91","84,32","83,67","","-0,15%"
"04/08/2008","83,88","84,45","84,64","83,84","","-0,65%"
"01/08/2008","84,43","84,27","84,76","84,10","","0,18%"
"31/07/2008","84,28","84,33","84,50","83,84","","-0,04%"
"30/07/2008","84,31","84,29","84,65","84,14","","-0,05%"
"29/07/2008","84,35","84,82","85,10","84,18","","-0,55%"
"28/07/2008","84,82","84,53","84,92","84,30","","0,38%"
"25/07/2008","84,50","84,99","85,70","84,43","","-0,56%"
"24/07/2008","84,98","84,65","85,14","84,52","","0,41%"
"23/07/2008","84,63","85,23","85,30","84,59","","-0,61%"
"22/07/2008","85,15","85,92","86,24","85,07","","-0,91%"
"21/07/2008","85,93","85,46","86,01","85,34","","0,55%"
"18/07/2008","85,46","86,04","86,32","85,43","","-0,66%"
"17/07/2008","86,03","86,94","87,27","85,34","","-1,07%"
"16/07/2008","86,96","87,28","88,02","86,83","","-0,37%"
"15/07/2008","87,28","86,13","87,69","85,94","","1,24%"
"14/07/2008","86,21","86,24","86,27","85,56","","0,08%"
"11/07/2008","86,14","85,49","86,62","85,30","","0,76%"
"10/07/2008","85,49","85,83","85,91","85,19","","-0,43%"
"09/07/2008","85,86","85,61","85,92","85,17","","0,29%"
"08/07/2008","85,61","85,90","86,58","85,52","","-0,30%"
"07/07/2008","85,87","86,19","86,31","85,41","","-0,34%"
"04/07/2008","86,16","86,17","86,45","86,14","","-0,06%"
"03/07/2008","86,21","86,99","87,06","86,06","","-0,90%"
"02/07/2008","86,99","86,88","87,20","86,23","","0,16%"
"01/07/2008","86,85","86,84","87,56","86,57","","0,01%"
"30/06/2008","86,84","86,71","87,81","86,49","","0,08%"
"27/06/2008","86,77","86,00","86,99","85,84","","0,83%"
"26/06/2008","86,06","85,77","86,19","85,18","","0,36%"
"25/06/2008","85,75","85,85","85,96","85,29","","-0,08%"
"24/06/2008","85,82","85,90","86,23","85,63","","-0,15%"
"23/06/2008","85,95","86,31","86,41","85,73","","-0,34%"
"20/06/2008","86,24","85,96","86,38","85,72","","0,35%"
"19/06/2008","85,94","86,06","86,45","85,86","","-0,12%"
"18/06/2008","86,04","86,10","86,19","85,56","","-0,13%"
"17/06/2008","86,15","86,02","86,50","85,76","","0,16%"
"16/06/2008","86,01","86,11","86,27","85,80","","0,00%"
"13/06/2008","86,01","86,35","86,51","85,82","","-0,37%"
"12/06/2008","86,33","87,05","87,08","86,21","","-0,80%"
"11/06/2008","87,03","86,71","87,27","86,38","","0,42%"
"10/06/2008","86,67","87,57","87,62","86,66","","-1,02%"
"09/06/2008","87,56","89,04","89,07","87,51","","-1,24%"
"06/06/2008","88,66","87,74","88,70","87,47","","1,01%"
"05/06/2008","87,77","88,46","88,52","87,36","","-0,76%"
"04/06/2008","88,44","88,47","89,09","88,38","","-0,10%"
"03/06/2008","88,53","89,05","89,62","88,12","","-0,53%"
"02/06/2008","89,00","88,40","89,40","88,17","","0,90%"
"30/05/2008","88,21","88,12","88,41","87,98","","0,09%"
"29/05/2008","88,13","88,75","89,02","87,86","","-0,77%"
"28/05/2008","88,81","89,35","89,64","88,23","","-0,63%"
"27/05/2008","89,37","90,38","90,79","89,29","","-1,11%"
"26/05/2008","90,37","90,08","90,60","89,98","","0,34%"
"23/05/2008","90,06","89,35","90,31","89,30","","0,74%"
"22/05/2008","89,40","90,14","90,69","89,11","","-0,82%"
"21/05/2008","90,14","89,47","90,25","89,42","","0,72%"
"20/05/2008","89,50","88,90","89,64","88,75","","0,71%"
"19/05/2008","88,87","89,23","89,61","88,57","","-0,34%"
"16/05/2008","89,17","88,71","89,63","88,28","","0,51%"
"15/05/2008","88,72","88,41","89,01","88,21","","0,35%"
"14/05/2008","88,41","88,22","88,78","88,02","","0,37%"
"13/05/2008","88,08","88,96","89,34","88,01","","-1,02%"
"12/05/2008","88,99","89,65","90,03","88,78","","-0,87%"
"09/05/2008","89,77","89,22","89,99","89,04","","0,53%"
"08/05/2008","89,30","88,01","89,55","87,83","","1,37%"
"07/05/2008","88,09","87,86","88,15","87,29","","0,27%"
"06/05/2008","87,85","87,74","88,48","87,67","","0,07%"
"05/05/2008","87,79","87,56","87,91","87,16","","0,34%"
"02/05/2008","87,49","88,35","88,40","87,20","","-0,91%"
"01/05/2008","88,29","88,61","89,01","88,18","","-0,44%"
"30/04/2008","88,68","88,56","88,99","87,86","","0,15%"
"29/04/2008","88,55","88,39","89,26","88,27","","0,07%"
"28/04/2008","88,49","88,22","88,55","87,93","","0,31%"
"25/04/2008","88,22","88,30","88,72","88,01","","-0,08%"
"24/04/2008","88,29","88,97","89,16","88,12","","-0,84%"
"23/04/2008","89,04","89,23","89,57","88,66","","-0,16%"
"22/04/2008","89,18","88,89","89,42","88,63","","0,34%"
"21/04/2008","88,88","88,45","89,13","88,19","","0,41%"
"18/04/2008","88,52","89,58","89,90","87,70","","-1,17%"
"17/04/2008","89,57","90,23","90,43","89,40","","-0,71%"
"16/04/2008","90,21","90,24","91,09","90,13","","0,01%"
"15/04/2008","90,20","90,86","91,21","90,18","","-0,67%"
"14/04/2008","90,81","90,59","91,57","90,40","","-0,07%"
"11/04/2008","90,87","90,28","91,17","89,74","","0,66%"
"10/04/2008","90,27","90,48","91,86","90,03","","-0,17%"
"09/04/2008","90,42","89,63","90,68","89,38","","0,93%"
"08/04/2008","89,59","89,76","90,50","89,47","","-0,13%"
"07/04/2008","89,71","90,35","90,57","89,39","","-0,93%"
"04/04/2008","90,55","90,03","90,63","89,57","","0,59%"
"03/04/2008","90,02","90,07","90,22","89,37","","-0,03%"
"02/04/2008","90,05","90,51","90,80","89,58","","-0,46%"
"01/04/2008","90,47","92,06","92,42","90,21","","-1,74%"
"31/03/2008","92,07","92,99","93,09","91,82","","-0,74%"
"28/03/2008","92,76","92,04","92,83","91,73","","0,73%"
"27/03/2008","92,09","92,63","93,36","91,60","","-0,55%"
"26/03/2008","92,60","91,82","92,77","91,57","","0,99%"
"25/03/2008","91,69","91,20","92,13","90,74","","0,61%"
"24/03/2008","91,13","92,38","92,39","90,95","","-1,14%"
"21/03/2008","92,18","92,40","92,70","92,01","","-0,16%"
"20/03/2008","92,33","93,10","93,23","91,58","","-0,81%"
"19/03/2008","93,08","93,08","93,08","93,08","","1,04%"
"18/03/2008","92,12","95,20","95,77","92,10","","-3,07%"
"17/03/2008","95,04","93,36","97,26","92,91","","2,19%"
"14/03/2008","93,00","91,61","93,11","91,12","","1,48%"
"13/03/2008","91,64","90,35","92,36","90,01","","1,74%"
"12/03/2008","90,07","88,75","90,09","88,55","","1,43%"
"11/03/2008","88,80","90,15","91,31","88,60","","-1,49%"
"10/03/2008","90,14","88,31","90,33","88,29","","2,30%"
"07/03/2008","88,11","88,18","89,26","87,68","","-0,10%"
"06/03/2008","88,20","87,30","88,29","87,16","","1,03%"
"05/03/2008","87,30","88,10","88,14","87,16","","-0,92%"
"04/03/2008","88,11","88,01","88,69","87,72","","-0,03%"
"03/03/2008","88,14","87,45","88,81","87,40","","1,07%"
"29/02/2008","87,21","86,10","87,28","86,04","","1,30%"
"28/02/2008","86,09","84,99","86,32","84,93","","1,27%"
"27/02/2008","85,01","84,59","85,39","84,22","","0,51%"
"26/02/2008","84,58","84,41","84,70","83,86","","0,19%"
"25/02/2008","84,42","85,38","85,53","84,30","","-1,24%"
"22/02/2008","85,48","85,28","85,88","85,10","","0,16%"
"21/02/2008","85,34","84,91","85,48","84,53","","0,48%"
"20/02/2008","84,93","84,96","85,47","84,73","","-0,02%"
"19/02/2008","84,95","84,58","85,40","84,32","","0,45%"
"18/02/2008","84,57","84,93","85,04","84,49","","-0,52%"
"15/02/2008","85,01","85,33","85,50","84,51","","-0,29%"
"14/02/2008","85,26","85,52","85,74","84,78","","-0,30%"
"13/02/2008","85,52","86,30","86,54","85,37","","-0,92%"
"12/02/2008","86,31","86,61","86,85","86,09","","-0,33%"
"11/02/2008","86,60","86,03","87,18","85,76","","0,65%"
"08/02/2008","86,04","85,91","86,19","85,65","","0,16%"
"07/02/2008","85,90","86,58","87,20","85,64","","-0,96%"
"06/02/2008","86,73","86,19","87,01","86,11","","0,63%"
"05/02/2008","86,19","86,38","86,49","85,42","","-0,23%"
"04/02/2008","86,39","86,36","86,43","85,98","","0,12%"
"01/02/2008","86,29","86,85","87,02","86,22","","-0,71%"
"31/01/2008","86,91","87,36","87,56","86,48","","-0,41%"
"30/01/2008","87,27","86,99","87,31","86,37","","0,30%"
"29/01/2008","87,01","87,41","87,69","86,86","","-0,48%"
"28/01/2008","87,43","87,35","88,23","87,15","","0,09%"
"25/01/2008","87,35","87,43","87,58","86,40","","-0,34%"
"24/01/2008","87,65","87,86","88,56","87,54","","-0,36%"
"23/01/2008","87,97","88,80","89,40","87,73","","-0,88%"
"22/01/2008","88,75","89,20","89,72","88,31","","-0,45%"
"21/01/2008","89,15","88,46","89,46","88,25","","0,81%"
"18/01/2008","88,43","88,46","88,89","87,78","","0,14%"
"17/01/2008","88,31","87,48","88,47","87,45","","0,79%"
"16/01/2008","87,62","88,24","89,12","87,26","","-0,52%"
"15/01/2008","88,08","87,08","88,40","86,90","","1,13%"
"14/01/2008","87,10","86,77","87,78","86,53","","0,67%"
"11/01/2008","86,52","85,78","86,75","85,47","","0,93%"
"10/01/2008","85,72","85,71","86,31","85,49","","-0,13%"
"09/01/2008","85,83","86,72","86,87","85,74","","-1,04%"
"08/01/2008","86,73","86,42","86,76","86,01","","0,43%"
"07/01/2008","86,36","86,85","86,90","86,04","","-0,54%"
"04/01/2008","86,83","86,08","87,39","85,85","","0,82%"
"03/01/2008","86,12","85,53","86,96","85,38","","0,69%"
"02/01/2008","85,53","84,10","85,84","83,69","","1,68%"
"01/01/2008","84,12","84,03","84,37","84,00","","-0,20%"
"31/12/2007","84,29","83,44","84,34","83,32","","1,10%"
"28/12/2007","83,37","82,81","83,47","82,50","","0,71%"
"27/12/2007","82,78","82,20","82,89","82,09","","0,69%"
"26/12/2007","82,21","82,36","82,65","82,15","","-0,18%"
"25/12/2007","82,36","82,22","82,53","82,20","","0,22%"
"24/12/2007","82,18","82,57","82,68","82,08","","-0,45%"
"21/12/2007","82,55","83,32","83,55","82,50","","-0,92%"
"20/12/2007","83,32","83,09","83,55","83,05","","0,26%"
"19/12/2007","83,10","82,83","83,59","82,68","","0,39%"
"18/12/2007","82,78","83,31","83,52","82,64","","-0,71%"
"17/12/2007","83,37","82,10","83,39","82,09","","1,52%"
"14/12/2007","82,12","82,92","83,07","82,02","","-0,94%"
"13/12/2007","82,90","82,86","83,58","82,72","","0,10%"
"12/12/2007","82,82","83,72","84,04","82,62","","-1,12%"
"11/12/2007","83,76","82,94","83,85","82,64","","0,94%"
"10/12/2007","82,98","83,11","83,21","82,62","","0,00%"
"07/12/2007","82,98","83,08","83,40","82,87","","-0,20%"
"06/12/2007","83,15","83,48","83,80","83,00","","-0,37%"
"05/12/2007","83,46","84,65","84,67","83,42","","-1,41%"
"04/12/2007","84,65","84,42","84,79","84,12","","0,33%"
"03/12/2007","84,37","84,32","84,69","84,20","","0,18%"
"30/11/2007","84,22","85,27","85,48","84,17","","-1,29%"
"29/11/2007","85,32","85,54","85,70","84,94","","-0,15%"
"28/11/2007","85,45","86,10","86,81","85,20","","-1,00%"
"27/11/2007","86,31","87,05","87,60","86,18","","-0,93%"
"26/11/2007","87,12","84,06","87,19","83,81","","0,92%"
"23/11/2007","86,33","86,42","87,14","86,21","","-0,05%"
"22/11/2007","86,37","86,66","86,88","85,88","","-0,43%"
"21/11/2007","86,74","84,99","86,74","84,92","","2,08%"
"20/11/2007","84,97","84,92","85,61","84,35","","0,05%"
"19/11/2007","84,93","83,98","84,97","83,58","","1,17%"
"16/11/2007","83,95","84,36","85,30","83,65","","-0,44%"
"15/11/2007","84,32","82,84","84,61","82,48","","1,93%"
"14/11/2007","82,72","82,73","83,18","82,19","","-0,04%"
"13/11/2007","82,75","83,74","83,91","82,72","","-1,15%"
"12/11/2007","83,71","82,69","83,97","82,30","","1,71%"
"09/11/2007","82,30","81,07","82,49","80,74","","1,52%"
"08/11/2007","81,07","80,81","81,37","80,52","","0,32%"
"07/11/2007","80,81","79,40","80,84","79,28","","1,75%"
"06/11/2007","79,42","79,96","80,18","79,33","","-0,65%"
"05/11/2007","79,94","79,52","80,28","79,52","","0,57%"
"02/11/2007","79,49","79,39","79,82","79,09","","0,16%"
"01/11/2007","79,36","78,81","79,43","78,46","","0,70%"
"31/10/2007","78,81","79,36","79,41","78,69","","-0,69%"
"30/10/2007","79,36","79,29","79,65","79,10","","0,16%"
"29/10/2007","79,23","79,89","79,94","79,08","","-0,74%"
"26/10/2007","79,82","80,10","80,31","79,56","","-0,36%"
"25/10/2007","80,11","80,35","80,56","79,84","","-0,31%"
"24/10/2007","80,36","79,57","80,60","79,38","","0,99%"
"23/10/2007","79,57","79,72","80,05","79,39","","-0,26%"
"22/10/2007","79,78","79,70","80,45","79,63","","0,61%"
